StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2_1,Q1.3_1,Q2.1,Q2.2,Q3.1_1,Q3.2_1,Q4.1,Q4.2,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6_1,Q5.7,Q5.8_1,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_7,Q6.1_8,Q6.1_9,Q6.1_10,Q6.1_11,Q6.1_12,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,Q6.2_7,Q6.2_8,Q6.2_9,Q6.2_10,Q6.2_11,Q6.2_12,Q6.2_13,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.3_5,Q6.3_6,Q6.3_7,Q6.3_8,Q6.3_9,Q6.3_10,Q6.3_11,Q6.3_12,Q6.3_13,Q6.3_14,Q6.3_15,Q6.4_1,Q6.4_2,Q6.4_3,Q6.4_4,Q6.4_5,Q6.4_6,Q6.4_7,Q6.4_8,Q6.4_9,Q6.4_10,Q6.4_11,Q6.4_12,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,MO503Section,UMID,last2,Uniqname,FirstName,LastName,Email
10/19/20 19:33,10/19/20 19:42,0,73.144.194.145,100,527,1,10/19/20 19:42,R_10UWzu7rFLlMxcr,,,,,42.09140015,-83.67759705,anonymous,EN,5411,2000,,1,160,,,1,3,7,5,4,1,20,1,65,2,7,6,5,2,7,5,1,6,6,2,3,3,6,7,5,1,7,6,2,6,7,6,6,7,1,7,7,7,1,7,6,7,1,7,7,3,1,2,7,6,7,7,7,6,1,1,7,1,7,6,6,169,23,33,3,7,1,6,6,6,7,16,3,20,11,21,27,27,8,1,,11,,Student55,Last55,Student55@umich.edu
10/19/20 17:00,10/19/20 20:32,0,70.142.44.217,100,12684,1,10/19/20 20:32,R_3iFpuSYsvdUTp2B,,,,,42.28070068,-83.78009796,anonymous,EN,6498,1800,1,,,150,2,,2,7,2,4,2,50,1,15,6,7,5,5,4,6,5,7,6,6,4,6,5,6,2,5,2,4,2,6,5,6,5,6,6,2,5,5,4,2,5,5,3,3,5,5,5,3,4,6,5,6,5,5,1,2,2,5,2,4,4,3,145,34,33,5,2,2,2,5,5,6,15,7,14,11,15,21,18,5,5,,98,,Student56,Last56,Student56@umich.edu
10/19/20 20:38,10/19/20 20:46,0,162.225.191.35,100,459,1,10/19/20 20:46,R_3lY2SNDRxBUNp7G,,,,,42.28070068,-83.78009796,anonymous,EN,6175,25000,,1,125,,2,,2,6,3,6,2,50,1,20,6,7,7,6,5,6,6,4,7,6,5,7,7,7,3,6,3,6,4,5,4,7,7,7,6,2,7,6,6,1,7,5,5,2,7,6,1,1,2,7,6,6,6,7,3,4,2,3,2,4,2,2,155,35,38,7,3,3,4,4,7,6,16,5,17,7,20,25,13,9,1,,75,,Student57,Last57,Student57@umich.edu
10/19/20 20:37,10/19/20 20:49,0,68.49.109.30,100,714,1,10/19/20 20:49,R_1Ed1eLWZG5BnwEf,,,,,42.28070068,-83.78009796,anonymous,EN,5153,5000,,2,,85,,2,3,6,2,7,2,21,1,20,5,6,7,5,6,6,7,6,5,7,7,7,5,7,5,6,3,5,5,6,6,7,7,7,6,5,6,7,5,3,5,5,4,6,6,5,3,2,2,5,4,5,4,5,5,3,3,6,6,6,6,6,169,39,38,5,5,3,5,6,7,6,13,14,15,9,18,18,30,11,5,,53,,Student58,Last58,Student58@umich.edu
10/19/20 19:36,10/19/20 21:05,0,50.205.14.135,100,5341,1,10/19/20 21:05,R_2rpBLDBgiQe7mJf,,,,,42.27090454,-83.72679901,anonymous,EN,5079,5000,1,,175,,1,,3,6,4,6,2,25,2,35,4,7,7,7,7,7,7,2,7,7,7,7,2,7,5,6,5,7,6,3,5,6,6,7,7,5,3,6,6,2,6,5,7,3,6,7,6,5,1,4,5,4,5,5,3,3,1,6,6,6,6,6,174,37,36,2,5,5,6,5,6,7,8,10,18,18,18,19,30,7,1,,79,,Student59,Last59,Student59@umich.edu
10/19/20 20:57,10/19/20 21:13,0,68.48.242.240,100,948,1,10/19/20 21:13,R_2WHXhu3SFFA39FD,,,,,42.27090454,-83.72679901,anonymous,EN,6326,400,1,,,80,,2,1,7,2,4,2,0,1,30,4,7,7,7,6,7,7,3,6,7,6,7,7,5,3,5,1,5,7,5,4,5,6,5,6,3,5,7,5,5,6,5,3,6,5,5,4,5,3,6,5,5,6,6,2,1,1,4,3,3,3,3,159,36,30,7,3,1,7,4,6,6,14,14,15,12,18,22,16,4,2,,26,,Student60,Last60,Student60@umich.edu
10/19/20 21:09,10/19/20 21:17,0,73.145.172.214,100,479,1,10/19/20 21:17,R_3iWIKLEphSRNpE0,,,,,42.28070068,-83.78009796,anonymous,EN,8238,20000,,2,,130,,1,2,5,4,3,1,55,2,30,6,5,3,6,3,5,7,3,4,6,5,6,3,5,6,6,3,5,5,6,4,5,6,6,6,5,3,6,6,5,6,6,7,5,7,6,6,5,2,3,6,5,5,6,4,3,2,6,6,6,6,5,172,31,33,3,6,3,5,4,6,6,8,15,18,18,19,22,29,9,3,,38,,Student61,Last61,Student61@umich.edu
10/19/20 21:15,10/19/20 21:23,0,50.205.14.135,100,536,1,10/19/20 21:23,R_e96CKIqHFsJLgeR,,,,,42.27090454,-83.72679901,anonymous,EN,8685,1000,1,,,130,,1,3,7,1,4,2,35,1,25,4,6,6,6,5,6,7,5,5,5,6,5,5,6,5,5,3,7,4,6,6,6,5,6,6,5,5,5,5,2,4,4,4,4,6,6,5,2,2,5,5,4,4,4,3,4,3,6,5,5,5,5,156,33,36,5,5,3,4,6,5,6,12,11,15,11,15,17,26,10,5,,85,,Student62,Last62,Student62@umich.edu
10/16/20 22:54,10/19/20 21:25,0,68.40.84.16,100,253875,1,10/19/20 21:25,R_2XhNkujfeBC48wq,,,,,42.27090454,-83.72679901,anonymous,EN,7973,20000,,1,175,,1,,3,6,5,6,2,35,2,65,3,3,5,3,2,4,5,3,4,6,4,6,1,5,4,5,2,4,5,3,3,4,6,4,7,7,1,6,6,5,5,4,4,6,5,4,4,7,4,3,4,4,6,3,3,5,3,7,7,7,7,7,161,28,25,1,4,2,5,3,6,7,8,18,14,15,16,17,35,11,1,,73,,Student63,Last63,Student63@umich.edu
10/19/20 21:48,10/19/20 21:54,0,50.205.14.135,100,363,1,10/19/20 21:54,R_qR5TWg1Zm6gIqOd,,,,,42.27090454,-83.72679901,anonymous,EN,9841,582,2,,,150,1,,3,3,1,4,2,12,1,60,6,5,6,6,4,6,7,5,5,6,5,7,3,6,6,7,4,5,6,7,6,6,5,6,6,5,3,6,6,3,7,4,5,4,6,6,6,3,2,5,7,6,6,6,4,3,3,6,5,6,3,5,170,35,37,3,6,4,6,6,5,6,10,12,16,14,19,25,25,10,5,,41,,Student64,Last64,Student64@umich.edu
10/19/20 21:43,10/19/20 22:01,0,50.205.14.135,100,1078,1,10/19/20 22:01,R_1z5dF1Yw3Xg300F,,,,,42.27090454,-83.72679901,anonymous,EN,3542,400,1,,180,,1,,2,5,3,7,2,25,1,65,6,6,6,7,5,6,7,5,6,7,7,6,5,7,6,5,6,6,6,5,6,6,6,6,7,5,5,6,6,3,5,4,4,3,7,5,3,4,1,5,6,6,3,5,3,5,2,3,3,3,5,2,155,38,35,5,6,6,6,6,6,7,11,11,15,11,18,20,16,10,3,,42,,Student65,Last65,Student65@umich.edu
10/13/20 21:20,10/19/20 22:08,0,68.32.78.9,100,521263,1,10/19/20 22:08,R_5BIzazjrFbXbpT3,,,,,42.28070068,-83.78009796,anonymous,EN,488,15000,,2,60,,,1,2,6,4,7,2,50,2,5,6,7,6,6,5,5,7,4,5,7,6,5,5,6,6,5,6,7,6,7,6,6,6,6,6,3,2,6,3,3,5,5,6,3,6,5,5,4,2,4,5,5,6,5,3,4,4,3,3,3,3,3,150,34,37,5,6,6,6,6,6,6,8,9,13,15,17,21,15,11,3,,88,,Student66,Last66,Student66@umich.edu
10/19/20 22:53,10/19/20 22:59,0,162.225.188.78,100,404,1,10/19/20 22:59,R_1I5eltzTqwoNn3g,,,,,42.28070068,-83.78009796,anonymous,EN,4056,350,,1,,110,2,,2,3,2,3,2,30,1,40,6,7,6,5,3,6,7,7,5,7,7,7,6,7,4,5,3,5,6,5,3,6,6,7,7,1,7,6,6,2,7,6,5,1,6,6,2,1,2,6,7,7,7,6,3,5,5,1,1,1,1,1,149,40,35,6,4,3,6,3,6,7,15,4,18,8,19,27,5,13,6,,56,,Student67,Last67,Student67@umich.edu
10/19/20 23:13,10/19/20 23:27,0,73.168.173.118,100,850,1,10/19/20 23:27,R_RxAkPPZ7TzU8CIh,,,,,41.9703064,-87.66400146,anonymous,EN,5946,30000,,2,180,,,1,1,2,8,2,2,12,1,80,5,1,5,7,4,5,7,4,4,5,5,5,2,7,5,7,3,1,1,4,1,7,7,7,7,3,5,6,5,4,4,4,4,4,5,4,5,4,1,4,7,7,7,7,1,4,4,5,2,5,4,4,153,30,33,2,5,3,1,1,7,7,10,11,13,13,15,28,20,9,1,,46,,Student68,Last68,Student68@umich.edu
10/19/20 22:29,10/19/20 23:41,0,50.205.14.135,100,4320,1,10/19/20 23:41,R_A0DJaBluJMMm27D,,,,,42.27090454,-83.72679901,anonymous,EN,5339,54000,1,,230,,2,,1,4,1,4,1,50,1,75,4,5,4,5,4,6,5,3,6,6,6,6,4,6,2,4,2,5,4,3,6,6,6,6,6,4,4,5,3,3,5,4,3,2,6,6,3,4,3,3,6,5,6,6,3,2,1,4,2,2,2,2,133,32,30,4,2,2,4,6,6,6,10,9,13,10,16,23,12,6,6,,39,,Student69,Last69,Student69@umich.edu
10/19/20 13:19,10/20/20 0:41,0,68.49.109.116,100,40965,1,10/20/20 0:41,R_24f4olBk08ho5hg,,,,,42.28070068,-83.78009796,anonymous,EN,2806,4000,,1,,130,1,,2,6,4,5,1,18,2,70,3,6,7,3,1,6,7,6,6,7,7,7,7,7,6,5,5,6,3,7,7,7,6,7,6,6,3,5,6,3,5,5,3,6,6,5,2,3,1,4,5,5,5,5,3,2,1,7,7,6,7,7,155,40,39,7,6,5,3,7,6,6,8,15,16,8,16,20,34,6,4,,6,,Student70,Last70,Student70@umich.edu
10/19/20 23:40,10/20/20 0:54,0,67.194.235.192,100,4423,1,10/20/20 0:54,R_bxBvCzatTEMmkr7,,,,,42.30679321,-83.7059021,anonymous,EN,4444,100000,2,,,100,,1,3,7,4,7,2,15,1,20,5,4,6,5,4,5,6,2,6,6,5,4,4,4,5,6,4,6,5,5,5,3,4,4,4,4,3,4,4,4,4,5,6,5,5,4,6,4,4,4,6,3,5,4,5,5,5,6,4,5,5,5,157,29,28,4,5,4,5,5,4,4,11,13,13,16,13,18,25,15,3,,44,,Student71,Last71,Student71@umich.edu
10/20/20 4:17,10/20/20 4:40,0,50.205.14.135,100,1410,1,10/20/20 4:40,R_2wRgNZjkcXrMjvS,,,,,42.27090454,-83.72679901,anonymous,EN,6993,5000,1,,150,,,1,2,4,2,5,2,40,1,60,2,5,6,4,5,6,7,5,4,7,6,7,3,5,6,5,2,4,5,5,4,6,6,6,5,4,5,6,6,3,6,6,6,5,5,5,5,3,3,5,4,4,5,5,4,4,3,5,5,5,5,5,160,36,31,3,6,2,5,4,6,5,13,12,17,14,17,18,25,11,1,,93,,Student72,Last72,Student72@umich.edu
10/20/20 5:48,10/20/20 6:08,0,171.5.247.10,100,1225,1,10/20/20 6:08,R_2CjNkGlyWgLY3MJ,,,,,13.81790161,100.0415955,anonymous,EN,7462,1200,,1,,85,,1,3,6,4,7,2,40,1,95,5,6,7,5,4,5,7,5,4,7,6,7,6,7,6,5,4,5,6,6,6,5,5,4,5,5,6,6,5,4,4,5,6,5,5,5,5,4,5,5,5,5,5,5,3,4,4,6,6,7,7,7,176,36,32,6,6,4,6,6,5,5,16,14,15,15,15,20,33,11,3,,62,,Student73,Last73,Student73@umich.edu
10/19/20 19:30,10/20/20 6:48,0,50.205.14.135,100,40698,1,10/20/20 6:48,R_1FxeEDPW73kaeSn,,,,,42.27090454,-83.72679901,anonymous,EN,6652,40000,1,,135,,1,,2,6,4,2,2,28,1,65,4,6,5,6,3,7,6,6,6,5,5,5,4,6,5,6,3,5,5,6,4,6,7,5,6,2,6,7,5,2,6,6,5,2,6,6,3,3,3,5,5,6,4,5,5,4,4,5,3,4,3,4,156,33,34,4,5,3,5,4,7,6,14,6,17,11,19,20,19,13,6,,52,,Student74,Last74,Student74@umich.edu
10/19/20 20:44,10/20/20 7:23,0,50.205.14.135,100,38335,1,10/20/20 7:23,R_2rJjyRhe2BVJObN,,,,,42.27090454,-83.72679901,anonymous,EN,5935,10321,,1,135,,,2,2,7,4,7,2,20,1,80,5,6,3,4,3,4,5,3,3,5,5,6,3,4,5,3,3,4,5,3,5,5,5,5,5,6,5,6,6,3,4,5,3,3,5,5,6,3,2,6,5,5,6,6,3,3,2,3,3,4,3,3,144,27,24,3,5,3,5,5,5,5,13,12,16,12,15,22,16,8,2,,35,,Student75,Last75,Student75@umich.edu
10/20/20 7:17,10/20/20 7:25,0,71.227.118.215,100,431,1,10/20/20 7:25,R_3HAMwMIvgsH4zKV,,,,,42.27090454,-83.72679901,anonymous,EN,281,1000,,2,,110,1,,3,2,5,2,2,10,1,45,2,6,5,4,3,6,7,4,4,7,6,7,2,6,6,4,3,5,5,4,4,6,5,5,6,6,3,6,6,6,5,6,5,3,5,6,3,3,3,3,4,4,5,4,2,2,2,6,6,5,4,4,149,35,30,2,6,3,5,4,5,6,9,15,18,11,16,17,25,6,5,,81,,Student76,Last76,Student76@umich.edu
10/20/20 8:20,10/20/20 8:27,0,35.1.195.179,100,434,1,10/20/20 8:27,R_1Eh3rRwebeVuLUG,,,,,42.27760315,-83.74089813,anonymous,EN,8361,25000,1,,145,,2,,2,7,3,7,2,9,2,65,6,5,6,5,3,4,7,3,6,7,7,7,3,6,6,6,7,7,5,6,5,5,6,6,6,6,3,6,5,3,5,5,6,7,6,5,6,6,1,4,3,4,6,3,2,3,4,6,6,6,6,4,162,37,36,3,6,7,5,5,6,6,8,16,15,18,17,16,28,9,3,,61,,Student77,Last77,Student77@umich.edu
10/19/20 13:27,10/20/20 9:18,0,70.142.44.217,100,71424,1,10/20/20 9:18,R_2QYTk8EDCQvmPOj,,,,,42.28070068,-83.78009796,anonymous,EN,8095,400,,1,,110,,1,1,6,2,4,2,0,1,45,2,6,5,5,2,5,6,6,4,2,4,6,2,6,3,2,1,2,2,3,2,5,4,3,5,5,3,4,5,3,4,5,6,5,2,3,5,5,3,4,5,3,5,4,2,3,3,5,5,5,4,5,141,28,21,2,3,1,2,2,4,5,10,13,13,16,10,17,24,8,5,,95,,Student78,Last78,Student78@umich.edu
10/20/20 9:24,10/20/20 9:42,0,50.205.14.135,100,1050,1,10/20/20 9:42,R_1FeR0JlMCIq2jZ9,,,,,42.27090454,-83.72679901,anonymous,EN,1437,934,1,,130,,2,,3,6,4,5,2,20,2,50,5,7,6,5,3,7,6,4,5,4,5,5,3,6,6,5,5,5,3,3,5,5,6,6,3,7,5,3,5,5,3,3,6,5,4,3,5,6,4,4,5,3,5,3,3,2,2,6,5,5,5,5,153,29,30,3,6,5,3,5,6,3,13,17,11,17,10,16,26,7,4,,37,,Student79,Last79,Student79@umich.edu
10/18/20 20:59,10/20/20 9:46,0,68.49.149.10,100,132398,1,10/20/20 9:46,R_PZBwz0vExAUHnWx,,,,,42.27090454,-83.72679901,anonymous,EN,3142,12000,,2,,95,,1,3,4,4,4,2,20,1,85,6,5,7,4,2,5,6,6,5,6,6,6,6,6,2,4,1,6,4,4,5,6,6,6,6,2,6,7,4,2,5,2,4,2,6,4,4,1,1,5,6,5,6,5,4,5,2,4,4,4,4,4,143,35,32,6,2,1,4,5,6,6,12,6,10,9,18,22,20,11,1,,42,,Student80,Last80,Student80@umich.edu
10/19/20 22:06,10/20/20 9:47,0,73.145.174.138,100,42041,1,10/20/20 9:47,R_1Op0Fq2qNHRtHlJ,,,,,42.28070068,-83.78009796,anonymous,EN,9911,85000,,1,135,,1,,3,5,4,4,1,35,1,70,3,6,5,4,3,6,6,4,4,6,6,5,4,7,5,5,3,5,4,4,5,5,5,5,6,4,4,6,4,4,5,5,5,3,6,6,5,4,1,5,4,4,5,4,3,2,1,6,6,5,5,6,151,31,31,4,5,3,4,5,5,6,10,11,15,14,17,17,28,6,5,,11,,Student81,Last81,Student81@umich.edu
10/20/20 9:38,10/20/20 9:51,0,68.46.170.92,100,794,1,10/20/20 9:51,R_DGibzvZ9Sm0fr9f,,,,,42.27090454,-83.72679901,anonymous,EN,1649,4000,1,,,127,1,,2,6,6,6,2,12,2,70,5,6,6,5,3,6,7,5,5,7,7,7,4,5,6,5,2,6,7,6,6,5,6,6,2,5,5,7,6,5,6,6,4,2,7,6,6,4,2,3,5,4,5,5,4,5,5,4,4,6,5,5,164,38,33,4,6,2,7,6,6,2,10,12,18,14,20,19,24,14,1,,49,,Student82,Last82,Student82@umich.edu
10/20/20 9:52,10/20/20 10:06,0,50.205.14.135,100,845,1,10/20/20 10:06,R_27vtLhXDWe3LYBU,,,,,42.27090454,-83.72679901,anonymous,EN,7141,100,,1,155,,,1,2,7,4,2,1,50,1,12,3,6,6,7,2,6,7,2,4,6,6,7,1,7,4,6,6,5,4,5,5,7,7,7,6,3,5,7,6,5,6,3,7,5,7,5,2,3,3,5,2,5,7,6,1,2,1,2,1,1,1,1,138,32,37,1,4,6,4,5,7,6,13,13,14,12,20,20,6,4,1,,41,,Student83,Last83,Student83@umich.edu
10/18/20 14:00,10/20/20 10:13,0,68.34.50.190,100,159227,1,10/20/20 10:13,R_1ikcKWEIqzqo0YH,,,,,42.28070068,-83.78009796,anonymous,EN,2089,200000,2,,150,,1,,2,5,4,6,2,50,2,50,5,7,6,6,5,6,7,5,6,5,6,6,4,5,5,5,3,5,5,6,5,4,5,5,4,4,4,6,6,3,5,4,4,4,4,5,4,3,3,5,6,4,5,5,3,4,2,2,2,3,3,4,146,35,30,4,5,3,5,5,5,4,12,11,15,11,15,20,14,9,3,,89,,Student84,Last84,Student84@umich.edu
10/19/20 13:17,10/20/20 10:15,0,68.48.134.184,100,75467,1,10/20/20 10:15,R_28Byl24Uf57n6oR,,,,,42.21960449,-83.604599,anonymous,EN,8312,1000,,1,,95,,1,2,6,3,6,2,0,1,85,4,6,7,6,6,6,7,7,5,5,6,6,4,6,2,4,1,5,2,6,4,6,5,6,5,3,5,6,6,3,5,6,5,2,5,7,4,2,3,5,5,4,6,7,2,3,2,3,2,2,3,2,148,36,33,4,2,1,2,4,5,5,13,8,19,11,16,22,12,7,1,,12,,Student85,Last85,Student85@umich.edu
10/20/20 10:04,10/20/20 10:15,0,162.225.190.222,100,690,1,10/20/20 10:15,R_1r2Nv4QeS7rWrd4,,,,,42.28070068,-83.78009796,anonymous,EN,2760,20000,1,,,150,1,,1,6,2,7,2,7,2,50,5,7,7,6,5,7,7,4,7,7,7,4,3,7,4,6,4,7,6,6,6,7,7,7,6,1,5,5,6,2,7,5,5,2,5,6,4,2,2,5,6,6,7,6,4,3,2,1,1,1,1,1,144,36,40,3,4,4,6,6,7,6,12,5,17,11,17,25,5,9,6,,60,,Student86,Last86,Student86@umich.edu
10/20/20 10:01,10/20/20 10:15,0,35.1.189.59,100,895,1,10/20/20 10:15,R_3CIAdKd7FQjqZnp,,,,,42.28070068,-83.78009796,anonymous,EN,882,2500,,1,,95,,1,2,7,3,3,1,150,1,40,6,6,7,6,5,6,7,5,6,7,7,7,2,6,2,6,4,6,5,4,6,6,7,6,6,4,3,6,6,3,6,5,5,3,6,5,3,2,1,4,6,7,5,6,2,2,1,2,2,1,2,2,142,39,34,2,2,4,5,6,7,6,8,10,16,10,18,24,9,5,3,,82,,Student87,Last87,Student87@umich.edu
10/19/20 12:45,10/20/20 10:16,0,24.180.195.253,100,77435,1,10/20/20 10:16,R_BsTEu4DUHV2PYqd,,,,,45.2644043,-85.22450256,anonymous,EN,8207,5000,1,,110,,1,,2,7,3,5,1,22,2,60,3,6,6,4,1,6,7,3,6,7,7,7,3,7,5,7,5,5,7,5,5,7,6,6,7,3,5,6,6,3,6,5,6,2,6,6,3,2,3,5,6,5,5,5,5,5,3,7,4,7,7,6,165,37,37,3,5,5,7,5,6,7,13,8,17,11,18,21,31,13,2,,7,,Student88,Last88,Student88@umich.edu
10/20/20 8:04,10/20/20 10:18,0,68.56.145.113,100,8022,1,10/20/20 10:18,R_DwwwviWviW96L6x,,,,,42.28070068,-83.78009796,anonymous,EN,2218,2000,,1,85,,,1,2,6,3,5,1,50,1,70,6,4,7,4,5,7,6,4,6,6,5,6,2,7,4,6,2,6,4,3,4,6,6,6,4,3,5,7,4,2,5,3,6,5,6,3,5,5,1,5,5,5,3,5,2,5,2,3,2,2,2,1,139,33,34,2,4,2,4,4,6,4,11,10,10,16,18,18,10,9,2,,18,,Student89,Last89,Student89@umich.edu
10/19/20 11:11,10/20/20 10:18,0,68.36.133.163,100,83196,1,10/20/20 10:18,R_28SwNoLBnaPrvjs,,,,,42.28070068,-83.78009796,anonymous,EN,2757,1800,1,,90,,,2,2,2,4,2,2,25,1,70,3,6,7,7,2,6,7,3,6,7,6,6,5,6,3,5,2,4,4,5,4,6,5,6,7,2,6,6,7,2,5,6,6,3,6,6,3,2,1,6,4,3,6,5,4,3,2,5,4,5,2,4,152,35,32,5,3,2,4,4,5,7,13,7,19,11,17,18,20,9,5,,57,,Student90,Last90,Student90@umich.edu
10/17/20 0:21,10/20/20 10:19,0,68.48.247.199,100,295074,1,10/20/20 10:19,R_O0PVQ0MwTlp1aM1,,,,,42.23240662,-83.7016983,anonymous,EN,2675,5000,1,,135,,,1,3,6,5,3,2,20,2,40,5,6,6,5,3,6,6,6,5,7,6,6,3,6,6,6,5,6,7,6,6,5,6,6,7,5,3,6,6,6,6,6,6,5,6,6,7,6,2,3,6,6,7,6,5,5,3,7,6,6,6,6,186,36,35,3,6,5,7,6,6,7,8,16,18,19,18,25,31,13,6,,75,,Student91,Last91,Student91@umich.edu
10/20/20 10:14,10/20/20 10:24,0,50.205.14.135,100,641,1,10/20/20 10:24,R_2rYCDOzNAOjxJG0,,,,,42.27090454,-83.72679901,anonymous,EN,2729,3000,1,,,120,,2,1,7,2,4,1,30,1,25,5,5,5,4,5,7,6,3,5,7,5,7,5,7,3,6,5,7,7,5,6,4,5,6,7,5,5,6,5,6,3,5,7,1,5,7,2,3,1,4,7,7,7,5,5,4,3,2,6,4,2,2,157,33,35,5,3,5,7,6,5,7,10,12,17,12,14,26,16,12,5,,29,,Student92,Last92,Student92@umich.edu
10/19/20 16:45,10/20/20 10:25,0,67.194.229.147,100,63659,1,10/20/20 10:25,R_3jZsm6XZEds1LnU,,,,,42.30679321,-83.7059021,anonymous,EN,809,30000,1,,,200,1,,3,7,6,7,2,0,2,35,4,7,7,4,4,7,7,4,4,7,7,7,2,7,6,4,2,4,3,3,4,4,5,7,7,5,6,4,4,3,5,6,5,3,6,6,6,3,5,4,5,4,4,4,4,4,2,7,7,7,7,7,173,36,29,2,6,2,3,4,5,7,15,11,16,14,15,17,35,10,3,,9,,Student93,Last93,Student93@umich.edu
10/19/20 16:29,10/20/20 10:26,0,139.60.125.4,100,64626,1,10/20/20 10:26,R_2U6qYnFNzoczw5d,,,,,42.21960449,-83.604599,anonymous,EN,3889,400,,2,,85,1,,2,7,3,5,2,20,2,70,5,7,5,6,3,7,7,7,5,6,6,5,3,7,3,6,3,6,5,4,3,4,6,6,7,2,1,6,6,2,6,6,3,4,6,5,5,4,2,4,5,6,5,4,2,2,1,6,6,6,6,5,156,36,33,3,3,3,5,3,6,7,7,8,17,12,18,20,29,5,5,,89,,Student94,Last94,Student94@umich.edu
10/20/20 10:19,10/20/20 10:27,0,50.205.14.135,100,496,1,10/20/20 10:27,R_2QziMyeRMuspAL9,,,,,42.27090454,-83.72679901,anonymous,EN,4425,250,2,,120,,1,,2,6,1,3,1,30,1,75,4,6,4,6,6,6,5,6,6,5,5,6,2,7,3,6,4,5,5,6,6,6,6,6,6,4,3,5,6,3,5,5,4,3,6,4,4,3,4,4,6,6,6,5,2,3,2,4,3,3,2,2,145,33,36,2,3,4,5,6,6,6,11,10,15,11,16,23,14,7,6,,25,,Student95,Last95,Student95@umich.edu
10/20/20 10:11,10/20/20 10:29,0,68.46.172.49,100,1059,1,10/20/20 10:29,R_3PXla3DhTmy0fdA,,,,,42.27090454,-83.72679901,anonymous,EN,9221,180000,,1,140,,,1,3,5,3,5,2,15,1,65,6,5,4,7,4,5,6,3,6,6,6,5,1,6,2,5,4,6,4,5,6,6,7,6,5,1,6,6,6,1,6,5,2,2,6,6,4,2,4,6,6,6,6,5,5,4,1,2,2,4,4,2,146,32,34,1,2,4,4,6,7,5,16,4,17,8,18,23,14,10,2,,21,,Student96,Last96,Student96@umich.edu
10/18/20 9:49,10/20/20 10:30,0,50.205.14.135,100,175275,1,10/20/20 10:30,R_3fJlFwrMfS9HZjT,,,,,42.27090454,-83.72679901,anonymous,EN,6478,50,,2,,100,1,,2,5,4,3,2,20,1,75,6,6,6,7,4,6,7,4,5,6,6,6,3,6,5,6,4,7,5,6,6,6,7,7,7,5,4,5,6,4,5,7,6,4,6,6,6,3,3,3,4,5,5,6,1,1,1,4,4,5,4,4,159,34,38,3,5,4,5,6,7,7,10,13,19,15,16,20,21,3,5,,78,,Student97,Last97,Student97@umich.edu
10/20/20 10:21,10/20/20 10:38,0,68.55.178.194,100,1037,1,10/20/20 10:38,R_1LFprqcHMy24e7u,,,,,42.28070068,-83.78009796,anonymous,EN,3254,5970,1,,105,,,1,1,6,3,6,2,15,2,40,2,6,6,4,5,6,7,6,4,7,5,6,2,7,6,5,5,5,5,3,4,4,7,6,5,5,3,6,6,4,5,6,5,6,6,6,6,5,2,3,5,3,5,4,2,3,3,3,2,5,2,2,147,35,30,2,6,5,5,4,7,5,8,15,18,16,17,17,14,8,2,,54,,Student98,Last98,Student98@umich.edu
10/20/20 10:28,10/20/20 10:40,0,35.1.104.206,100,748,1,10/20/20 10:40,R_2ru7ysmpmDctNh2,,,,,42.27090454,-83.72679901,anonymous,EN,3670,5000,,1,,120,,1,2,5,1,6,1,90,1,40,6,7,7,6,6,7,7,7,6,6,6,7,6,6,3,7,3,7,6,4,5,7,6,6,6,3,5,7,4,6,6,2,3,3,7,6,6,3,3,6,6,5,6,6,6,6,3,5,4,5,3,4,174,39,37,6,3,3,6,5,6,6,14,12,12,12,20,23,21,15,4,,70,,Student99,Last99,Student99@umich.edu
10/20/20 10:27,10/20/20 10:40,0,50.205.14.135,100,820,1,10/20/20 10:40,R_0Pd2BieMAy5WLPr,,,,,42.27090454,-83.72679901,anonymous,EN,1261,90000,1,,200,,,1,2,3,3,4,2,0,1,65,4,6,7,4,5,5,7,7,4,5,3,6,6,5,5,5,6,7,1,2,5,6,7,4,3,1,6,5,5,2,6,4,4,2,6,6,2,2,1,5,7,5,6,6,4,4,4,3,3,4,1,3,141,32,29,6,5,6,1,5,7,3,12,5,15,8,17,24,14,12,1,,61,,Student100,Last100,Student100@umich.edu
