Name,EmailAddress,MO503Section,UMID,Uniqname,manageMean1,manageSD1,positiveMean1,positiveSD1,rationalMean1,pressureMean1,authorityMean1,reciprocityMean1,likingMean1,coalitionMean1,inspirationalMean1,consultationMean1,competeMean1,competeSD1,avoidMean1,avoidSD1,compromiseMean1,compromiseSD1,accommodateMean1,accommodateSD1,collaborateMean1,collaborateSD1,recognitionMean1,recognitionSD1,apprehensionMean1,apprehensionSD1,entitlementMean1,entitlementSD1,negA1,negB1,negC1,negD1,negE1,negF1,manageA1,manageB1,manageC1,manageD1,manageE1,manageF1,positiveA1,positiveB1,positiveC1,positiveD1,positiveE1,positiveF1,manageMean2,manageSD2,positiveMean2,positiveSD2,rationalMean2,pressureMean2,authorityMean2,reciprocityMean2,likingMean2,coalitionMean2,inspirationalMean2,consultationMean2,competeMean2,competeSD2,avoidMean2,avoidSD2,compromiseMean2,compromiseSD2,accommodateMean2,accommodateSD2,collaborateMean2,collaborateSD2,recognitionMean2,recognitionSD2,apprehensionMean2,apprehensionSD2,entitlementMean2,entitlementSD2,negA2,negB2,negC2,negD2,negE2,negF2,manageA2,manageB2,manageC2,manageD2,manageE2,manageF2,positiveA2,positiveB2,positiveC2,positiveD2,positiveE2,positiveF2,manageMean3,manageSD3,positiveMean3,positiveSD3,rationalMean3,pressureMean3,authorityMean3,reciprocityMean3,likingMean3,coalitionMean3,inspirationalMean3,consultationMean3,competeMean3,competeSD3,avoidMean3,avoidSD3,compromiseMean3,compromiseSD3,accommodateMean3,accommodateSD3,collaborateMean3,collaborateSD3,recognitionMean3,recognitionSD3,apprehensionMean3,apprehensionSD3,entitlementMean3,entitlementSD3,negA3,negB3,negC3,negD3,negE3,negF3,manageA3,manageB3,manageC3,manageD3,manageE3,manageF3,positiveA3,positiveB3,positiveC3,positiveD3,positiveE3,positiveF3
Student90 Last90,Student90@umich.edu,5,,,5.2,2.1,5.8,1.5,5.0,5.0,3.0,2.0,4.0,4.0,5.0,7.0,4.3,2.9,2.3,0.6,6.3,0.6,3.7,2.1,5.7,0.6,4.5,1.3,4.0,1.2,3.0,1.0,4,6,3,2,5,5,3,6,7,7,2,6,7,3,6,7,6,6,5.5,1.2,5.8,1.1,5.7,4.0,4.2,3.7,4.8,4.7,5.9,6.0,3.9,1.6,3.5,1.0,5.3,0.8,4.5,1.4,5.8,0.6,5.5,0.8,4.1,0.7,3.2,0.7,5.5,5.7,3.3,2.8,4.5,4.3,5.2,5.9,5.8,5.6,4.3,6.0,6.6,4.7,5.3,6.3,5.7,6.4,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student91 Last91,Student91@umich.edu,6,,,5.2,1.2,6.0,0.6,6.0,3.0,6.0,5.0,7.0,6.0,6.0,7.0,2.7,0.6,5.3,0.6,6.0,0.0,6.3,0.6,6.0,0.0,6.2,0.5,6.2,0.4,4.3,1.2,6,7,5,3,7,6,5,6,6,5,3,6,6,6,5,7,6,6,5.3,1.2,5.6,1.0,5.6,3.9,4.4,3.9,5.0,4.8,6.0,6.1,4.0,1.4,3.2,0.8,5.1,0.9,4.2,1.3,5.7,0.6,5.5,0.8,3.8,0.7,3.1,0.9,5.4,5.7,3.1,2.5,4.1,3.8,4.8,6.0,5.3,5.4,4.2,5.8,6.2,4.7,5.1,5.9,5.6,5.9,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student92 Last92,Student92@umich.edu,5,,,5.2,1.0,5.5,1.5,6.0,5.0,3.0,5.0,7.0,6.0,5.0,7.0,3.3,2.1,4.0,2.6,5.7,1.2,4.0,2.6,4.7,1.5,6.5,1.0,3.2,1.8,4.0,1.0,7,7,4,3,2,4,5,5,5,4,5,7,6,3,5,7,5,7,5.5,1.2,5.8,1.1,5.7,4.0,4.2,3.7,4.8,4.7,5.9,6.0,3.9,1.6,3.5,1.0,5.3,0.8,4.5,1.4,5.8,0.6,5.5,0.8,4.1,0.7,3.2,0.7,5.5,5.7,3.3,2.8,4.5,4.3,5.2,5.9,5.8,5.6,4.3,6.0,6.6,4.7,5.3,6.3,5.7,6.4,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student93 Last93,Student93@umich.edu,3,,,5.5,1.6,6.0,1.5,5.0,2.0,6.0,2.0,3.0,4.0,5.0,7.0,5.0,1.0,3.7,1.2,5.3,1.2,4.7,1.5,5.0,1.0,4.2,0.5,7.0,0.0,3.3,1.2,5,4,4,2,7,7,4,7,7,4,4,7,7,4,4,7,7,7,5.3,1.2,5.8,1.2,5.7,3.7,4.7,3.9,5.2,4.9,6.0,5.9,3.8,1.4,3.6,1.0,5.2,0.9,4.6,1.3,5.6,0.7,5.2,0.9,4.3,0.7,3.4,1.0,5.3,5.5,3.6,2.8,4.7,4.5,4.9,5.9,5.6,5.4,4.1,5.9,6.5,4.4,5.1,6.3,6.0,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student94 Last94,Student94@umich.edu,5,,,5.5,1.5,6.0,0.9,6.0,3.0,3.0,3.0,5.0,3.0,6.0,7.0,2.3,1.5,2.7,1.2,5.7,0.6,4.0,1.0,6.0,0.0,5.0,0.8,5.8,0.4,1.7,0.6,5,5,2,1,6,6,5,7,5,6,3,7,7,7,5,6,6,5,5.5,1.2,5.8,1.1,5.7,4.0,4.2,3.7,4.8,4.7,5.9,6.0,3.9,1.6,3.5,1.0,5.3,0.8,4.5,1.4,5.8,0.6,5.5,0.8,4.1,0.7,3.2,0.7,5.5,5.7,3.3,2.8,4.5,4.3,5.2,5.9,5.8,5.6,4.3,6.0,6.6,4.7,5.3,6.3,5.7,6.4,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student95 Last95,Student95@umich.edu,6,,,5.3,1.0,5.5,0.5,6.0,2.0,3.0,4.0,5.0,6.0,6.0,6.0,3.7,0.6,3.3,0.6,5.0,1.0,3.7,0.6,5.3,0.6,5.8,0.5,2.8,0.8,2.3,0.6,6,6,3,2,4,3,4,6,4,6,6,6,5,6,6,5,5,6,5.3,1.2,5.6,1.0,5.6,3.9,4.4,3.9,5.0,4.8,6.0,6.1,4.0,1.4,3.2,0.8,5.1,0.9,4.2,1.3,5.7,0.6,5.5,0.8,3.8,0.7,3.1,0.9,5.4,5.7,3.1,2.5,4.1,3.8,4.8,6.0,5.3,5.4,4.2,5.8,6.2,4.7,5.1,5.9,5.6,5.9,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student96 Last96,Student96@umich.edu,2,,,5.2,1.2,5.3,1.2,6.0,1.0,2.0,4.0,4.0,6.0,7.0,5.0,5.3,1.2,1.3,0.6,5.7,0.6,2.7,1.2,6.0,0.0,5.8,0.5,2.8,1.1,3.3,2.1,6,6,4,1,2,4,6,5,4,7,4,5,6,3,6,6,6,5,5.3,1.2,5.7,1.2,5.8,3.9,4.7,4.0,5.2,5.5,6.0,5.8,3.9,1.4,3.5,1.1,5.2,0.8,4.4,1.3,5.8,0.6,5.3,0.8,4.2,0.7,3.3,0.8,5.3,5.5,3.5,2.9,4.5,4.5,4.8,5.9,5.5,5.3,4.4,5.8,6.4,4.2,5.4,6.2,5.7,6.1,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student97 Last97,Student97@umich.edu,5,,,5.8,1.0,5.7,1.0,6.0,3.0,5.0,4.0,5.0,6.0,7.0,7.0,3.3,0.6,4.3,0.6,6.3,0.6,5.0,1.7,5.3,0.6,5.0,0.8,4.2,0.4,1.0,0.0,4,5,1,1,4,5,6,6,6,7,4,6,7,4,5,6,6,6,5.5,1.2,5.8,1.1,5.7,4.0,4.2,3.7,4.8,4.7,5.9,6.0,3.9,1.6,3.5,1.0,5.3,0.8,4.5,1.4,5.8,0.6,5.5,0.8,4.1,0.7,3.2,0.7,5.5,5.7,3.3,2.8,4.5,4.3,5.2,5.9,5.8,5.6,4.3,6.0,6.6,4.7,5.3,6.3,5.7,6.4,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student98 Last98,Student98@umich.edu,2,,,4.8,1.6,5.8,1.2,5.0,2.0,6.0,5.0,5.0,4.0,7.0,5.0,2.7,0.6,5.0,1.0,6.0,0.0,5.3,0.6,5.7,0.6,4.2,1.0,2.8,1.3,2.7,0.6,5,5,3,3,3,5,2,6,6,4,5,6,7,6,4,7,5,6,5.3,1.2,5.7,1.2,5.8,3.9,4.7,4.0,5.2,5.5,6.0,5.8,3.9,1.4,3.5,1.1,5.2,0.8,4.4,1.3,5.8,0.6,5.3,0.8,4.2,0.7,3.3,0.8,5.3,5.5,3.5,2.9,4.5,4.5,4.8,5.9,5.5,5.3,4.4,5.8,6.4,4.2,5.4,6.2,5.7,6.1,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student99 Last99,Student99@umich.edu,4,,,6.5,0.5,6.5,0.5,6.0,6.0,3.0,3.0,6.0,5.0,6.0,6.0,4.7,1.5,4.0,1.7,4.0,2.0,4.0,1.7,6.7,0.6,5.8,0.5,4.2,0.8,5.0,1.7,6,6,6,3,5,5,6,7,7,6,6,7,7,7,6,6,6,7,5.4,1.2,5.8,1.0,5.6,4.1,4.8,3.7,4.8,4.9,6.1,5.8,3.9,1.6,3.5,0.9,5.1,0.8,4.4,1.4,5.8,0.5,5.2,0.7,4.3,0.6,3.4,0.8,5.1,5.7,3.5,2.8,4.6,4.5,4.8,6.0,6.0,5.4,4.3,5.8,6.2,4.9,5.1,6.2,5.9,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student100 Last100,Student100@umich.edu,1,,,5.2,1.2,5.3,1.6,5.0,6.0,5.0,6.0,1.0,5.0,7.0,3.0,4.0,2.6,1.7,0.6,5.0,1.0,2.7,1.2,5.7,0.6,6.0,0.8,2.8,1.1,4.0,0.0,7,6,4,4,3,4,4,6,7,4,5,5,7,7,4,5,3,6,5.4,1.2,5.8,1.1,5.6,4.1,4.5,3.6,4.8,4.9,6.2,6.0,4.1,1.6,3.3,0.8,5.2,0.9,4.4,1.5,5.8,0.6,5.5,0.8,4.4,0.8,3.2,0.9,5.4,5.8,3.3,2.7,4.8,4.8,4.9,5.9,5.6,5.6,4.5,6.0,6.4,4.7,5.4,6.2,5.8,6.3,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student101 Last101,Student101@umich.edu,1,,,5.7,1.0,6.0,0.6,6.0,2.0,3.0,5.0,7.0,3.0,6.0,6.0,5.7,0.6,4.0,1.0,5.7,0.6,3.7,1.2,5.3,0.6,5.2,0.5,4.2,1.3,2.0,0.0,5,5,2,2,5,5,6,7,5,6,4,6,7,5,6,6,6,6,5.4,1.2,5.8,1.1,5.6,4.1,4.5,3.6,4.8,4.9,6.2,6.0,4.1,1.6,3.3,0.8,5.2,0.9,4.4,1.5,5.8,0.6,5.5,0.8,4.4,0.8,3.2,0.9,5.4,5.8,3.3,2.7,4.8,4.8,4.9,5.9,5.6,5.6,4.5,6.0,6.4,4.7,5.4,6.2,5.8,6.3,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student102 Last102,Student102@umich.edu,2,,,5.2,1.8,6.0,0.6,4.0,3.0,5.0,3.0,3.0,4.0,6.0,6.0,3.7,2.5,2.0,1.0,4.7,1.5,4.0,1.7,5.7,0.6,5.8,1.0,4.6,1.5,1.0,0.0,5,7,1,1,5,5,5,7,5,5,2,7,6,6,6,6,5,7,5.3,1.2,5.7,1.2,5.8,3.9,4.7,4.0,5.2,5.5,6.0,5.8,3.9,1.4,3.5,1.1,5.2,0.8,4.4,1.3,5.8,0.6,5.3,0.8,4.2,0.7,3.3,0.8,5.3,5.5,3.5,2.9,4.5,4.5,4.8,5.9,5.5,5.3,4.4,5.8,6.4,4.2,5.4,6.2,5.7,6.1,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student103 Last103,Student103@umich.edu,2,,,5.5,0.8,6.0,0.0,6.0,2.0,3.0,2.0,5.0,6.0,6.0,6.0,3.3,1.5,3.3,1.5,5.7,0.6,5.0,0.0,6.0,0.0,4.5,1.7,5.0,0.0,2.0,1.0,6,5,2,1,5,5,5,6,6,6,4,6,6,6,6,6,6,6,5.3,1.2,5.7,1.2,5.8,3.9,4.7,4.0,5.2,5.5,6.0,5.8,3.9,1.4,3.5,1.1,5.2,0.8,4.4,1.3,5.8,0.6,5.3,0.8,4.2,0.7,3.3,0.8,5.3,5.5,3.5,2.9,4.5,4.5,4.8,5.9,5.5,5.3,4.4,5.8,6.4,4.2,5.4,6.2,5.7,6.1,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student104 Last104,Student104@umich.edu,6,,,4.5,2.3,3.8,1.8,5.0,2.0,2.0,1.0,3.0,5.0,6.0,7.0,3.0,2.0,1.3,0.6,4.0,1.0,3.7,2.1,5.7,1.2,6.5,0.6,3.0,1.7,2.0,1.0,7,7,2,1,2,2,3,7,4,6,1,6,6,6,4,2,3,2,5.3,1.2,5.6,1.0,5.6,3.9,4.4,3.9,5.0,4.8,6.0,6.1,4.0,1.4,3.2,0.8,5.1,0.9,4.2,1.3,5.7,0.6,5.5,0.8,3.8,0.7,3.1,0.9,5.4,5.7,3.1,2.5,4.1,3.8,4.8,6.0,5.3,5.4,4.2,5.8,6.2,4.7,5.1,5.9,5.6,5.9,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student105 Last105,Student105@umich.edu,4,,,5.7,1.5,5.7,1.0,6.0,2.0,5.0,5.0,4.0,6.0,6.0,7.0,4.3,2.1,5.7,0.6,5.3,0.6,5.0,0.0,6.0,0.0,6.0,0.0,4.2,0.8,4.7,0.6,6,6,5,4,5,5,6,6,7,5,3,7,7,4,5,6,6,6,5.4,1.2,5.8,1.0,5.6,4.1,4.8,3.7,4.8,4.9,6.1,5.8,3.9,1.6,3.5,0.9,5.1,0.8,4.4,1.4,5.8,0.5,5.2,0.7,4.3,0.6,3.4,0.8,5.1,5.7,3.5,2.8,4.6,4.5,4.8,6.0,6.0,5.4,4.3,5.8,6.2,4.9,5.1,6.2,5.9,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student106 Last106,Student106@umich.edu,4,,,6.2,0.4,5.2,0.4,6.0,4.0,7.0,5.0,5.0,5.0,7.0,6.0,4.7,0.6,4.3,0.6,4.7,0.6,4.7,0.6,5.0,0.0,5.8,0.5,4.0,0.7,4.3,0.6,5,6,4,5,4,3,6,6,6,7,6,6,5,5,5,6,5,5,5.4,1.2,5.8,1.0,5.6,4.1,4.8,3.7,4.8,4.9,6.1,5.8,3.9,1.6,3.5,0.9,5.1,0.8,4.4,1.4,5.8,0.5,5.2,0.7,4.3,0.6,3.4,0.8,5.1,5.7,3.5,2.8,4.6,4.5,4.8,6.0,6.0,5.4,4.3,5.8,6.2,4.9,5.1,6.2,5.9,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student107 Last107,Student107@umich.edu,3,,,5.0,0.9,6.5,0.8,6.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,4.3,1.2,2.3,0.6,5.3,1.2,4.0,1.7,6.0,0.0,5.5,0.6,3.4,1.1,4.0,1.0,5,6,4,3,5,2,4,6,5,5,4,6,7,6,5,7,7,7,5.3,1.2,5.8,1.2,5.7,3.7,4.7,3.9,5.2,4.9,6.0,5.9,3.8,1.4,3.6,1.0,5.2,0.9,4.6,1.3,5.6,0.7,5.2,0.9,4.3,0.7,3.4,1.0,5.3,5.5,3.6,2.8,4.7,4.5,4.9,5.9,5.6,5.4,4.1,5.9,6.5,4.4,5.1,6.3,6.0,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student108 Last108,Student108@umich.edu,4,,,4.3,1.5,5.8,1.6,6.0,3.0,5.0,4.0,5.0,6.0,7.0,5.0,4.7,1.5,2.0,0.0,5.3,0.6,4.0,1.7,5.7,0.6,5.2,0.5,2.0,0.0,3.0,0.0,6,5,3,3,2,2,5,3,2,5,5,6,7,3,5,7,6,7,5.4,1.2,5.8,1.0,5.6,4.1,4.8,3.7,4.8,4.9,6.1,5.8,3.9,1.6,3.5,0.9,5.1,0.8,4.4,1.4,5.8,0.5,5.2,0.7,4.3,0.6,3.4,0.8,5.1,5.7,3.5,2.8,4.6,4.5,4.8,6.0,6.0,5.4,4.3,5.8,6.2,4.9,5.1,6.2,5.9,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student109 Last109,Student109@umich.edu,4,,,5.0,0.9,5.0,1.3,5.0,4.0,5.0,2.0,3.0,5.0,5.0,7.0,2.7,0.6,3.0,1.0,4.0,1.0,4.0,1.7,4.7,0.6,5.5,0.6,4.8,0.4,2.3,0.6,6,5,2,2,5,5,5,5,4,6,4,6,6,5,4,6,3,6,5.4,1.2,5.8,1.0,5.6,4.1,4.8,3.7,4.8,4.9,6.1,5.8,3.9,1.6,3.5,0.9,5.1,0.8,4.4,1.4,5.8,0.5,5.2,0.7,4.3,0.6,3.4,0.8,5.1,5.7,3.5,2.8,4.6,4.5,4.8,6.0,6.0,5.4,4.3,5.8,6.2,4.9,5.1,6.2,5.9,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student110 Last110,Student110@umich.edu,3,,,4.8,1.6,5.0,0.6,6.0,3.0,3.0,4.0,6.0,5.0,6.0,6.0,3.3,1.2,2.3,0.6,5.3,0.6,3.3,1.2,6.0,0.0,5.8,0.5,4.0,1.9,2.7,1.2,6,6,2,2,5,6,6,6,2,6,4,5,6,4,5,5,5,5,5.3,1.2,5.8,1.2,5.7,3.7,4.7,3.9,5.2,4.9,6.0,5.9,3.8,1.4,3.6,1.0,5.2,0.9,4.6,1.3,5.6,0.7,5.2,0.9,4.3,0.7,3.4,1.0,5.3,5.5,3.6,2.8,4.7,4.5,4.9,5.9,5.6,5.4,4.1,5.9,6.5,4.4,5.1,6.3,6.0,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student111 Last111,Student111@umich.edu,3,,,6.0,0.9,5.7,1.6,7.0,3.0,5.0,5.0,5.0,7.0,7.0,5.0,3.3,1.5,3.0,1.7,5.7,0.6,4.0,1.7,5.7,0.6,6.5,0.6,1.6,0.5,4.3,2.1,7,6,6,2,2,2,5,7,6,6,5,7,7,3,5,7,5,7,5.3,1.2,5.8,1.2,5.7,3.7,4.7,3.9,5.2,4.9,6.0,5.9,3.8,1.4,3.6,1.0,5.2,0.9,4.6,1.3,5.6,0.7,5.2,0.9,4.3,0.7,3.4,1.0,5.3,5.5,3.6,2.8,4.7,4.5,4.9,5.9,5.6,5.4,4.1,5.9,6.5,4.4,5.1,6.3,6.0,6.2,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student112 Last112,Student112@umich.edu,1,,,6.3,0.8,6.5,0.5,6.0,5.0,4.0,3.0,3.0,6.0,6.0,6.0,4.7,2.3,4.0,0.0,5.3,1.2,4.3,0.6,5.7,0.6,3.2,0.5,4.2,1.1,3.7,1.5,4,3,5,2,3,5,7,7,7,5,6,6,6,6,6,7,7,7,5.4,1.2,5.8,1.1,5.6,4.1,4.5,3.6,4.8,4.9,6.2,6.0,4.1,1.6,3.3,0.8,5.2,0.9,4.4,1.5,5.8,0.6,5.5,0.8,4.4,0.8,3.2,0.9,5.4,5.8,3.3,2.7,4.8,4.8,4.9,5.9,5.6,5.6,4.5,6.0,6.4,4.7,5.4,6.2,5.8,6.3,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
Student113 Last113,Student113@umich.edu,5,,,5.8,0.8,4.7,2.9,6.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,3.7,1.5,2.3,0.6,5.3,0.6,4.3,2.1,5.3,0.6,5.2,0.5,2.6,1.3,4.7,0.6,5,5,5,5,2,2,6,5,6,7,6,5,7,1,5,7,1,7,5.5,1.2,5.8,1.1,5.7,4.0,4.2,3.7,4.8,4.7,5.9,6.0,3.9,1.6,3.5,1.0,5.3,0.8,4.5,1.4,5.8,0.6,5.5,0.8,4.1,0.7,3.2,0.7,5.5,5.7,3.3,2.8,4.5,4.3,5.2,5.9,5.8,5.6,4.3,6.0,6.6,4.7,5.3,6.3,5.7,6.4,5.4,1.2,5.7,1.1,5.7,3.9,4.5,3.8,5.0,4.9,6.1,5.9,3.9,1.5,3.5,0.9,5.2,0.9,4.4,1.4,5.7,0.6,5.4,0.8,4.2,0.7,3.3,0.9,5.4,5.6,3.4,2.7,4.6,4.4,4.9,5.9,5.7,5.5,4.3,5.9,6.4,4.6,5.2,6.2,5.8,6.2
